"Provider Name","Provider City","Hospital Referral Region Description","Avg_Discharges","Total_Avg_Cov_Charges","Total_Avg_Payments","Total_Avge_Medicare_Payments"
"DECATUR GENERAL HOSPITAL","DECATUR","AL - Huntsville",37,798696.46,514492.24,442520.06
"SOUTH LAKE HOSPITAL","CLERMONT","FL - Orlando",31.6779661016949,2839923.58,514045.62,449545.48
"ABILENE REGIONAL MEDICAL CENTER","ABILENE","TX - Abilene",29,3587698.19,513967.05,452701.7
"PALMS WEST HOSPITAL","LOXAHATCHEE","FL - Fort Lauderdale",24.4807692307692,2952683.61,513895.95,445329.73
"ST JOSEPH HEALTH CENTER","WARREN","OH - Youngstown",32.9166666666667,1810497.93,513676.31,455673.43
"LONGMONT UNITED HOSPITAL","LONGMONT","CO - Boulder",29.0350877192982,2195884.5,511868.72,422486.13
"MUSKOGEE REGIONAL MEDICAL CENTER","MUSKOGEE","OK - Tulsa",40.4626865671642,1547214.32,511687.45,444972.5
"SOUTHWEST GENERAL HOSPITAL","SAN ANTONIO","TX - San Antonio",27.6444444444444,1805151,510941.14,465326.81
"VAUGHAN REG MED CENTER PARKWAY CAMPUS","SELMA","AL - Birmingham",33.8688524590164,1797636.63,510869.3,454713.83
"SUTTER MEDICAL CENTER OF SANTA ROSA","SANTA ROSA","CA - Santa Rosa",19.3225806451613,1717334.97,510364.48,477773.31
"NEW YORK WESTCHESTER SQUARE MEDICAL CENTER","BRONX","NY - Bronx",33.2745098039216,1252454.6,510177.76,457279.58
"MARIETTA MEMORIAL HOSPITAL","MARIETTA","OH - Columbus",37.041095890411,1622007.64,510177.41,433776.22
"SOUTHWEST MS REGIONAL MEDICAL CENTER","MCCOMB","MS - Jackson",30.125,1083356.29,510063.92,452490.31
"ST ANTHONY HOSPITAL","GIG HARBOR","WA - Tacoma",30.1509433962264,1957003.81,509666.42,434106.63
"MERCY MEMORIAL HOSPITAL SYSTEM","MONROE","OH - Toledo",40.8714285714286,1304228.93,509190.92,435532.18
"LIMA MEMORIAL HEALTH SYSTEM","LIMA","OH - Dayton",32.0793650793651,1622902.85,507389.84,446764.82
"SATILLA REGIONAL MEDICAL CENTER","WAYCROSS","FL - Jacksonville",36.2957746478873,1571881.71,507149.68,436622.09
"SAINT JOHN'S HEALTH SYSTEM","ANDERSON","IN - Indianapolis",35.2173913043478,1692715.46,507093.02,438229.8
"AUBURN REGIONAL MEDICAL CENTER","AUBURN","WA - Seattle",27.2962962962963,1870679.58,506797.63,459051.01
"CHESTNUT HILL HOSPITAL","PHILADELPHIA","PA - Philadelphia",31.3225806451613,3812858.25,506351.75,447845.81
"ALTON MEMORIAL HOSPITAL","ALTON","MO - St. Louis",33.2622950819672,1941463.62,506237.24,434318.04
"ROGER WILLIAMS MEDICAL CENTER","PROVIDENCE","RI - Providence",32.4347826086956,813640.91,506043.16,454273.86
"BOULDER COMMUNITY HOSPITAL","BOULDER","CO - Boulder",26.8,2584907.59,504989.96,440577.2
"DUKE HEALTH RALEIGH HOSPITAL","RALEIGH","NC - Raleigh",33.0322580645161,1892552.59,504974.84,433620.94
"PUTNAM HOSPITAL CENTER","CARMEL","CT - New Haven",36.3448275862069,2044884.7,504735.01,450233.07
"PUTNAM COMMUNITY MEDICAL CENTER","PALATKA","FL - Gainesville",34.7903225806452,1797666.16,503770.56,416661.82
"PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER","RIVERSIDE","CA - San Bernardino",26.1111111111111,2347739.52,503518.68,462111.6
"COMMUNITY MEM HSPTL","MENOMONEE FALLS","WI - Milwaukee",31.3823529411765,1459109.75,503415.24,425021.82
"THOMAS MEMORIAL HOSPITAL","SOUTH CHARLESTO","WV - Charleston",36,1472367.2,503097.51,433527.28
"DOCTORS HOSPITAL INC","CORAL GABLES","FL - Miami",28.4489795918367,3313666.29,502196.68,408729.04
"LANDMARK MEDICAL CENTER,  INC","WOONSOCKET","RI - Providence",30.3333333333333,1717557.83,500479.12,428806.04
"CUMBERLAND MEDICAL CENTER","CROSSVILLE","TN - Nashville",35.7391304347826,1495891.24,499498.94,430989.61
"MERCY MEDICAL CENTER","ROGERS","AR - Springdale",30.2096774193548,1456921.53,499263.2,420716
"FEATHER RIVER HOSPITAL","PARADISE","CA - Chico",31.7090909090909,4837278.73,498713.11,447103.2
"BAKERSFIELD HEART HOSPITAL","BAKERSFIELD","CA - Bakersfield",30.3137254901961,2789584.71,498493.42,446118.5
"SSM ST JOSEPH HOSPITAL WEST","LAKE SAINT LOUI","MO - St. Louis",34.0147058823529,1832781.48,497780.77,422550.93
"SAINT ROSE DOMINICAN HOSPITAL - DE LIMA","HENDERSON","NV - Las Vegas",28.1923076923077,3114818.43,497495.11,420681.22
"ST ELIZABETH FLORENCE","FLORENCE","KY - Covington",31.4262295081967,1427166.23,497474.47,431516.97
"SKY RIDGE MEDICAL CENTER","LONE TREE","CO - Denver",31.8727272727273,2912783.16,497334.11,378440.12
"TRUMBULL MEMORIAL HOSPITAL","WARREN","OH - Youngstown",36.5492957746479,2444590.49,496897.13,434138.24
"SKAGIT VALLEY HOSPITAL","MOUNT VERNON","WA - Everett",31.5901639344262,1834674.97,496702.07,434202.58
"GOOD SAMARITAN HOSPITAL","VINCENNES","IN - Evansville",40.4090909090909,1238170.17,495888.38,432845.02
"CONWAY REGIONAL MEDICAL CENTER","CONWAY","AR - Little Rock",33.4833333333333,1349111.92,495708.01,442623.85
"SOUTH FULTON MEDICAL CENTER","EAST POINT","GA - Atlanta",28.4222222222222,3381844.46,494805.69,444305.82
"JOHN H STROGER JR HOSPITAL","CHICAGO","IL - Chicago",25.047619047619,579365.94,493905.72,459246.2
"CONWAY MEDICAL CENTER","CONWAY","SC - Charleston",35.1935483870968,1706305.8,493340.93,431473.57
"KISHWAUKEE COMMUNITY HOSPITAL","DEKALB","IL - Rockford",30.3870967741935,2169513.98,492818.91,439500.06
"KALISPELL REGIONAL MEDICAL CENTER","KALISPELL","MT - Missoula",28.2295081967213,1323728.37,492703.89,418822.94
"ST ELIZABETH FT THOMAS","FORT THOMAS","KY - Covington",30.9516129032258,1508651.79,492691.85,421254.25
"FAIRVIEW RIDGES HOSPITAL","BURNSVILLE","MN - Minneapolis",33.4745762711864,1478594.77,491637.1,414554.93
"ST JOSEPH MEDICAL CENTER","BLOOMINGTON","IL - Bloomington",28.1964285714286,2048065.95,490520.39,393191.25
"WINDHAM COMM MEM HOSP & HATCH HOSP","WILLIMANTIC","CT - Hartford",26.7291666666667,796706.13,489502.98,443637.84
"MERCY HOSPITAL","PORTLAND","ME - Portland",31.5423728813559,1090302.79,489339.83,433020.29
"WATAUGA MEDICAL CENTER","BOONE","TN - Johnson City",28.7962962962963,942228.58,489284.83,437645.81
"FORT HAMILTON HUGHES MEMORIAL HOSPITAL","HAMILTON","OH - Cincinnati",33.5833333333333,1862388.54,489089.26,430658.82
"MOUNT NITTANY MEDICAL CENTER","STATE COLLEGE","PA - Danville",35.2916666666667,1903950.24,488688.81,384830.68
"WHEELING HOSPITAL","WHEELING","PA - Pittsburgh",26.6833333333333,923482.55,488396.84,421984.51
"SWEDISH MEDICAL CENTER/CHERRY HILL","SEATTLE","WA - Seattle",45.6136363636364,2394878.71,486678.99,435631.76
"DELAWARE COUNTY MEMORIAL HOSPITAL","DREXEL HILL","PA - Philadelphia",31.5471698113208,5490488.11,485149.26,429453.28
"MAYO CLINIC HLTH SYSTEM- FRANCISCAN MED CTR, INC","LA CROSSE","WI - La Crosse",29.1372549019608,1295215.22,485005.83,433301.52
"SOUTH CENTRAL REG MED CTR","LAUREL","MS - Hattiesburg",33.953125,1237017.74,484760.87,415312.76
"BRISTOL HOSPITAL","BRISTOL","CT - Hartford",30.1964285714286,1336252.15,484370.81,439469.12
"CULLMAN REGIONAL MEDICAL CENTER","CULLMAN","AL - Birmingham",34.4705882352941,1692382.46,484237.46,416719.79
"ALPENA REGIONAL MEDICAL CENTER","ALPENA","MI - Saginaw",29.5576923076923,1240567.82,483700.02,432852.24
"ST FRANCIS MEDICAL CENTER","GRAND ISLAND","NE - Omaha",33.1206896551724,1365213.87,483573.83,392288.25
"SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS","LAS VEGAS","NV - Las Vegas",24.3962264150943,3010650.07,483512.85,406295.48
"SOUTH BAY HOSPITAL","SUN CITY CENTER","FL - Tampa",38.7428571428571,3705783.84,483499.82,412548.26
"ST ELIZABETH BOARDMAN HEALTH CENTER","BOARDMAN","OH - Youngstown",39.3188405797101,1680869.12,483379.35,411325.36
"CARTERSVILLE MEDICAL CENTER","CARTERSVILLE","GA - Atlanta",29.8245614035088,2877340.88,483036.33,400837.98
"OLYMPIC MEDICAL CENTER","PORT ANGELES","WA - Seattle",29.2413793103448,871213.71,482988.37,417381.39
"BON SECOURS HOSPITAL","BALTIMORE","MD - Baltimore",33.1052631578947,513589.95,482858.15,453742.5
"OUR LADY OF BELLEFONTE HOSPITAL","ASHLAND","WV - Huntington",38.015625,1367220.79,482758.96,428040.45
"GRAYS HARBOR COMMUNITY HOSPITAL","ABERDEEN","WA - Seattle",34.1923076923077,1349757.07,482625.29,435142.49
"THOMAS HOSPITAL","FAIRHOPE","AL - Mobile",31.0757575757576,1723203.99,482542.28,408730.57
"AVERA ST LUKES","ABERDEEN","SD - Sioux Falls",28.811320754717,1213035.65,482240.98,426319.8
"LEGACY MERIDIAN PARK MEDICAL CENTER","TUALATIN","OR - Portland",26.1818181818182,1352079.72,482208.15,379049.69
"SCOTLAND MEMORIAL HOSPITAL","LAURINBURG","NC - Durham",33.6393442622951,1347814.29,482194.94,428271.7
"PACIFIC ALLIANCE MEDICAL CENTER","LOS ANGELES","CA - Los Angeles",23.5,952170.58,482090.41,455542.44
"MEMORIAL HERMANN KATY HOSPITAL","KATY","TX - Houston",27.625,1504373.69,481365.37,391726.92
"ST VINCENT'S MEDICAL CENTER SOUTHSIDE","JACKSONVILLE","FL - Jacksonville",36.2857142857143,2220813.57,481254.18,420286.22
"JEANES HOSPITAL","PHILADELPHIA","PA - Philadelphia",27.4827586206897,4158048.94,481096.3,413447.74
"HERRIN HOSPITAL","HERRIN","MO - St. Louis",38.6774193548387,1384172.98,481072.21,418593.98
"FAULKNER HOSPITAL","BOSTON","MA - Boston",36.8947368421053,1282834.62,480167.02,422320.01
"MEMORIAL HOSPITAL OF GARDENA","GARDENA","CA - Los Angeles",28.7777777777778,1534627.22,479418.29,439274
"MARION GENERAL HOSPITAL","MARION","OH - Columbus",34.8333333333333,1248875.11,479183.04,412715.09
"SKAGGS REGIONAL MEDICAL CENTER","BRANSON","MO - Springfield",34.4590163934426,1689156.48,479085.08,413579.47
"SAINT ANNE'S HOSPITAL","FALL RIVER","MA - Boston",31.2833333333333,899480.17,479076.59,429128.74
"WEST GEORGIA MEDICAL CENTER","LAGRANGE","GA - Atlanta",36.546875,1305688.91,478497.12,403821.89
"LAKES REGION GENERAL HOSPITAL","LACONIA","NH - Manchester",24,1610396.43,478385.9,427501.52
"BUTLER MEMORIAL HOSPITAL","BUTLER","PA - Pittsburgh",31.8805970149254,1652787.59,477272.49,418789.13
"ST MARYS HOSPITAL","CENTRALIA","MO - St. Louis",40.5441176470588,1159849.08,477149.28,411695.88
"ONSLOW MEMORIAL HOSPITAL","JACKSONVILLE","NC - Greenville",34.948275862069,1448338.34,477113.46,417476.27
"BLANCHARD VALLEY HOSPITAL","FINDLAY","OH - Toledo",28.3606557377049,1184941.01,476999.94,407445.39
"FAIRVIEW PARK HOSPITAL","DUBLIN","GA - Macon",28.9824561403509,1878806.9,476940.53,397558.98
"PARK PLAZA HOSPITAL","HOUSTON","TX - Houston",22.7906976744186,3346943.81,476456.19,422114.06
"CARTERET GENERAL HOSPITAL","MOREHEAD CITY","NC - Greenville",36.9193548387097,923013.5,476337.94,417405.6
"MERCY MEDICAL CENTER-CLINTON","CLINTON","IA - Davenport",32.8620689655172,1316758.73,476184.41,423220.1
"LAUREL REGIONAL MEDICAL CENTER","LAUREL","MD - Takoma Park",28.4857142857143,504332.27,474575.2,433774.04
"SIERRA NEVADA MEMORIAL HOSPITAL","GRASS VALLEY","CA - Sacramento",34.4259259259259,2172307.63,474571.36,425941.58
"COLUMBIA ST MARY'S HOSPITAL OZAUKEE, INC","MEQUON","WI - Milwaukee",27.6031746031746,1669189.18,474244.09,407166.29
"COLUMBUS REGIONAL HEALTHCARE SYSTEM","WHITEVILLE","NC - Wilmington",31.4827586206897,1034889.2,473868.47,423898.93
"METHODIST STONE OAK HOSPITAL","SAN ANTONIO","TX - San Antonio",27.7758620689655,2332122.31,472834.34,403533.81
"FLORIDA HOSPITAL DELAND","DELAND","FL - Orlando",32.6666666666667,1730881.7,472794.5,411185.26
"HOBOKEN UNIVERSITY MEDICAL CENTER","HOBOKEN","NJ - Hackensack",27.7872340425532,2588936.51,470953.17,432337.35
"SHARON REGIONAL HEALTH SYSTEM","SHARON","OH - Youngstown",36.8636363636364,1195714.9,470724.52,411039.3
"UPPER VALLEY MEDICAL CENTER","TROY","OH - Dayton",34.3870967741936,2020856.59,470423.64,382511.28
"CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER","PUEBLO","CO - Pueblo",28.1639344262295,2262215.04,470115.5,410360.39
"ORANGE COAST MEMORIAL MEDICAL CENTER","FOUNTAIN VALLEY","CA - Orange County",26.6122448979592,2462071.51,469961.31,405346.52
"ST JOSEPH HEALTH SERVICES OF RI","NORTH PROVIDENC","RI - Providence",27.1111111111111,1231245.46,469218.52,421226.5
"ROUND ROCK MEDICAL CENTER","ROUND ROCK","TX - Austin",30.9038461538462,2453717.66,469123.25,405220.02
"HALIFAX REGIONAL HOSPITAL","HALIFAX","NC - Durham",32.4468085106383,1053716.03,468802.3,404102.08
"IU HEALTH WEST HOSPITAL","AVON","IN - Indianapolis",30.3666666666667,1705412.34,467599.8,350964.62
"LAKE CITY MEDICAL CENTER","LAKE CITY","FL - Gainesville",33.8,1960291.53,467282.55,399230.89
"SUMMA HEALTH SYSTEM BARBERTON HOSPITAL","BARBERTON","OH - Akron",33.0357142857143,2216862.58,465914.62,406762.08
"KUAKINI MEDICAL CENTER","HONOLULU","HI - Honolulu",27.5853658536585,1286461.51,465808.6,401546.74
"OAKWOOD HERITAGE HOSPITAL","TAYLOR","MI - Dearborn",37.2586206896552,1302796.14,465161.66,415007.6
"ST JOSEPH HOSPITAL","NASHUA","NH - Manchester",29.6,1274232.44,464139.12,397572.89
"MERCY HOSPITAL","IOWA CITY","IA - Iowa City",36.1451612903226,1510264.08,463742.92,394290.42
"HARLEM HOSPITAL CENTER","NEW YORK","NY - Manhattan",19.0909090909091,527347.28,463633.82,438605.77
"SARATOGA HOSPITAL","SARATOGA SPRING","NY - Albany",36.1538461538462,1624782.21,463583.5,390845.79
"APPLETON MED CTR","APPLETON","WI - Appleton",28.8867924528302,839620.47,462956.84,403574.55
"HOLYOKE MEDICAL CENTER","HOLYOKE","MA - Springfield",30.7966101694915,734287.21,462722.18,411751.84
"DOCTORS HOSPITAL","DALLAS","TX - Dallas",28.3103448275862,3569112.64,462388.64,406476.56
"CLEVELAND CLINIC HOSPITAL","WESTON","FL - Miami",31.5573770491803,1818679.62,462262.8,401268.93
"TRUMAN MEDICAL CENTER HOSPITAL HILL","KANSAS CITY","MO - Kansas City",26.7954545454545,691255.09,462242.56,425099.68
"DENVER HEALTH MEDICAL CENTER","DENVER","CO - Denver",21.8787878787879,1000479.11,462102.07,426499.51
"ALEGENT HEALTH IMMANUEL MEDICAL CENTER","OMAHA","NE - Omaha",30.7037037037037,1870887.39,461206.84,398756.14
"PENINSULA HOSPITAL CENTER","FAR ROCKAWAY","NY - East Long Island",26.5526315789474,977803.46,460911.3,428194.18
"CASA GRANDE REGIONAL MEDICAL CENTER","CASA GRANDE","AZ - Phoenix",29.1851851851852,1562284.79,460482.05,406204.9
"SPRINGS MEMORIAL HOSPITAL","LANCASTER","NC - Charlotte",34.4920634920635,3167055.43,459241.36,391941.4
"PROVENA ST MARYS HOSPITAL","KANKAKEE","IL - Joliet",41.0833333333333,2350428.65,459200.08,384014.05
"WELLSTAR DOUGLAS HOSPITAL","DOUGLASVILLE","GA - Atlanta",29.5081967213115,1797762.57,458858.23,377154.48
"COLLEGE STATION MEDICAL CENTER","COLLEGE STATION","TX - Bryan",23.8148148148148,3149166.78,458763.51,401035.54
"NORTHSIDE HOSPITAL","ATLANTA","GA - Atlanta",24.4081632653061,2078297.8,458251.86,368111.19
"LEGACY SALMON CREEK MEDICAL CENTER","VANCOUVER","OR - Portland",35.1960784313725,1318305.48,457541.53,396669.26
"HILTON HEAD REGIONAL MEDICAL CENTER","HILTON HEAD ISL","GA - Savannah",31.7142857142857,1480724.91,456666.63,400280.3
"PROVIDENCE MEDFORD MEDICAL CENTER","MEDFORD","OR - Medford",26,1483043.61,456546.17,383412.83
"LAKEVIEW REGIONAL MEDICAL CENTER","COVINGTON","LA - Metairie",27.6304347826087,2939530.61,456209.93,393656.58
"DESERT VALLEY HOSPITAL","VICTORVILLE","CA - San Bernardino",29.469387755102,1913414.99,455898.01,416088.4
"WESTCHESTER GENERAL HOSPITAL","MIAMI","FL - Miami",49.8444444444444,1110779.97,455753.96,425914.24
"SEBASTIAN RIVER MEDICAL CENTER","SEBASTIAN","FL - Orlando",28.953125,2751631.83,455738.51,394040.23
"PRESBYTERIAN HOSPITAL MATTHEWS","MATTHEWS","NC - Charlotte",38.1060606060606,1439380.08,455247.07,376022.84
"ANNA JAQUES HOSPITAL","NEWBURYPORT","MA - Boston",36.0327868852459,798360.31,455092.9,401573.75
"JACKSON PARK HOSPITAL","CHICAGO","IL - Chicago",49.6410256410256,1581168.09,453469.5,420585.41
"DEACONESS HOSPITAL","OKLAHOMA CITY","OK - Oklahoma City",34.7230769230769,2162126.86,453220.13,386936.14
"COOLEY DICKINSON HOSPITAL INC,THE","NORTHAMPTON","MA - Springfield",35.0645161290323,987935.39,453140.81,394453.79
"ST FRANCIS HOSPITAL","WILMINGTON","DE - Wilmington",27.6315789473684,1381620.65,452764.52,389731.01
"MERCY MEDICAL CENTER-DUBUQUE","DUBUQUE","IA - Dubuque",40.2769230769231,1344797.16,452467.37,388591.54
"WATSONVILLE COMMUNITY HOSPITAL","WATSONVILLE","CA - Santa Cruz",22.5526315789474,3152578.19,452201.19,407324.04
"JOHNSTON MEMORIAL HOSPITAL","ABINGDON","TN - Kingsport",37.6984126984127,1792588.7,451957.04,387868.86
"INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL","LA PORTE","IN - South Bend",28.9333333333333,2073870.33,451513.23,375127.09
"WACCAMAW COMMUNITY HOSPITAL","MURRELLS INLET","SC - Charleston",41.4782608695652,1640550.42,450163.4,380388.62
"ST FRANCIS MEDICAL CENTER","TRENTON","PA - Philadelphia",29.5957446808511,3759691.82,449266.87,403703.66
"DALLAS REGIONAL MEDICAL CENTER","MESQUITE","TX - Dallas",26.7755102040816,2727430.14,448742.72,391873.65
"HARFORD MEMORIAL HOSPITAL","HAVRE DE GRACE","MD - Baltimore",36.0980392156863,475553.58,448175.6,396121.46
"PIONEERS MEMORIAL HEALTHCARE DISTRICT","BRAWLEY","CA - San Diego",26.2666666666667,1596219.34,447931.77,402448.36
"BARNES-JEWISH ST PETERS HOSPITAL","SAINT PETERS","MO - St. Louis",36.0943396226415,1201828.44,447829.11,363583.12
"TEXAS REGIONAL MEDICAL CENTER AT SUNNYVALE","SUNNYVALE","TX - Dallas",25.825,1678493.72,446996.1,405161.87
"METHODIST RICHARDSON MEDICAL CENTER","RICHARDSON","TX - Dallas",26.825,1575273.28,446712.78,396098.25
"ALHAMBRA HOSPITAL MEDICAL CENTER","ALHAMBRA","CA - Los Angeles",32.030303030303,2066028.41,445571.27,415041.2
"MEMORIAL HOSPITAL YORK","YORK","PA - York",21.9803921568627,974080.26,444634.5,385529.44
"MEMORIAL HOSPITAL","NACOGDOCHES","TX - Houston",26.1090909090909,1496261.34,444240.58,386274.45
"RUSH FOUNDATION HOSPITAL","MERIDIAN","MS - Meridian",28.6851851851852,1438263.56,444077.02,379414.76
"NORTH FULTON REGIONAL HOSPITAL","ROSWELL","GA - Atlanta",28.6949152542373,3760986.43,443605.85,378190.26
"PROVENA UNITED SAMARITANS MEDCTR-LOGAN","DANVILLE","IL - Urbana",39.3448275862069,2147621.62,443590.37,388856.86
"BON SECOURS COMMUNITY HOSPITAL","PORT JERVIS","NJ - Morristown",24.1521739130435,1767568.14,443240.48,393833.55
"SOUTHAMPTON HOSPITAL","SOUTHAMPTON","NY - East Long Island",33.7843137254902,1469394.2,443069.78,393647.53
"JOHN F KENNEDY MEMORIAL HOSPITAL, INC","INDIO","CA - San Diego",27.3142857142857,2772853.2,443002.69,410420.02
"THE FAUQUIER HOSPITAL, INC","WARRENTON","VA - Arlington",30.5471698113208,1268413.01,442879.38,355413.57
"PROVIDENCE CENTRALIA HOSPITAL","CENTRALIA","WA - Olympia",31.3913043478261,1536680.04,442805.11,388582.58
"SIBLEY MEMORIAL HOSPITAL","WASHINGTON","DC - Washington",38.5087719298246,1368385.77,442689.52,378746.23
"MARY IMMACULATE HOSPITAL","NEWPORT NEWS","VA - Newport News",45.6730769230769,1486720.84,442635.96,386006.51
"SAINT JOSEPH EAST","LEXINGTON","KY - Lexington",34.6521739130435,975530.34,442543.46,387446.27
"BAYLOR REGIONAL MEDICAL CENTER AT PLANO","PLANO","TX - Dallas",31.4807692307692,1763522.51,442017.08,379145.67
"ST MARY'S HOSPITAL","ATHENS","GA - Atlanta",33.4464285714286,1587378.65,441501.87,370894.29
"BANNER GATEWAY MEDICAL CENTER","GILBERT","AZ - Mesa",29.734693877551,1906216.48,441129.3,371139.49
"FLOWER HOSPITAL","SYLVANIA","OH - Toledo",29.9444444444444,2072559.84,440983.99,384689.79
"ARROWHEAD REGIONAL MEDICAL CENTER","COLTON","CA - San Bernardino",25.1891891891892,1105437.71,440423.19,408760.93
"CENTRAL CAROLINA HOSPITAL","SANFORD","NC - Durham",30.796875,2011348.83,440419.03,362897.89
"SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER","LAS VEGAS","NV - Las Vegas",27.4864864864865,2648680.09,440201.34,358799.97
"REDLANDS COMMUNITY HOSPITAL","REDLANDS","CA - San Bernardino",23.780487804878,2184687.86,439892.98,397186.29
"ARROWHEAD HOSPITAL","GLENDALE","AZ - Phoenix",24.8235294117647,1482698.08,439806.3,367133.09
"CALIFORNIA HOSPITAL MEDICAL CENTER LA","LOS ANGELES","CA - Los Angeles",24.5161290322581,1272963.2,439556.9,417059.88
"ST PETERSBURG GENERAL HOSPITAL","SAINT PETERSBUR","FL - St. Petersburg",29.7755102040816,4027376.99,439511.97,386619.83
"CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL","WOODSTOCK","IL - Rockford",31.5967741935484,1506518.09,438735.18,357621.02
"ALEGENT HEALTH MERCY HOSPITAL","COUNCIL BLUFFS","NE - Omaha",32.8979591836735,1621610.17,438645.98,380345.4
"ST VINCENT CHARITY MEDICAL CENTER","CLEVELAND","OH - Cleveland",28.3,1106863.87,437655.55,399254.18
"GRIFFIN HOSPITAL","DERBY","CT - New Haven",30.62,1265688.42,437294.33,388636.14
"ROBINSON MEMORIAL HOSPITAL","RAVENNA","OH - Akron",31.2352941176471,1372378.51,437188.61,365399.82
"SETON MEDICAL CENTER WILLIAMSON","ROUND ROCK","TX - Austin",28.1896551724138,2658902.27,437046.94,369805.36
"MEADVILLE MEDICAL CENTER","MEADVILLE","PA - Erie",32.0892857142857,1109712.64,436490.08,388462.7
"PIEDMONT NEWNAN HOSPITAL, INC","NEWNAN","GA - Atlanta",30.6111111111111,1579030.41,434878.64,377518.17
"WESTLAKE COMMUNITY HOSPITAL","MELROSE PARK","IL - Melrose Park",22.5833333333333,1532158.91,434138.69,403492.43
"HEARTLAND REGIONAL MEDICAL CENTER","MARION","KY - Paducah",25.9433962264151,2757072.77,433798.15,374509.63
"LAKEWOOD HOSPITAL","LAKEWOOD","OH - Cleveland",33.0862068965517,1824361.95,433708.92,381228.05
"ST LUKES REGIONAL MEDICAL CENTER","SIOUX CITY","IA - Sioux City",30.2115384615385,1096510.58,433699.17,375394.33
"HOWARD REGIONAL HEALTH SYSTEM","KOKOMO","IN - Indianapolis",29.8163265306122,1344532.26,433634.88,375233.94
"LAWRENCE MEMORIAL HOSPITAL","LAWRENCE","MO - Kansas City",33.0185185185185,1047622.59,433479.13,383200.07
"PETERSON REGIONAL MEDICAL CENTER","KERRVILLE","TX - San Antonio",30.1272727272727,1202865.28,433411.01,381194.84
"HOMESTEAD HOSPITAL","HOMESTEAD","FL - Miami",26.2608695652174,2055633.6,433221.25,365758.23
"MORRIS HOSPITAL & HEALTHCARE CENTERS","MORRIS","IL - Joliet",28.9230769230769,1571231.93,433145.66,355562.51
"MEMORIAL HOSPITAL AND HEALTH CARE CENTER","JASPER","IN - Evansville",37.9259259259259,856867.77,432780.15,377065.75
"UNIVERSITY MEDICAL CENTER","LEBANON","TN - Nashville",28.0188679245283,1987182.71,432616.26,379517.63
"BLUEFIELD REGIONAL MEDICAL CENTER","BLUEFIELD","VA - Roanoke",33.9322033898305,896302.56,432148.25,382390.08
"SUTTER SOLANO MEDICAL CENTER","VALLEJO","CA - San Francisco",19.6857142857143,2012773.78,431899.19,400636.79
"PHOENIXVILLE HOSPITAL","PHOENIXVILLE","PA - Philadelphia",26.6034482758621,3992126.37,431762.27,368582.89
"MENORAH MEDICAL CENTER","OVERLAND PARK","MO - Kansas City",25.6206896551724,2357737.94,431638.54,346571.03
"SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL","LEES SUMMIT","MO - Kansas City",33.96875,2362307.11,431611.37,352027.94
"LA PALMA INTERCOMMUNITY HOSPITAL","LA PALMA","CA - Orange County",25.5277777777778,1557354.08,431027.84,370496.49
"ST JOHNS PLEASANT VALLEY HOSPITAL","CAMARILLO","CA - Ventura",24.3958333333333,2950286.47,431017.59,377291.63
"MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION","MORRISTOWN","TN - Knoxville",32,1207166.36,430072.22,375734.1
"HOLZER MEDICAL CENTER","GALLIPOLIS","OH - Columbus",35.3620689655172,1082483.25,429379.51,366844.38
"ADVENTIST MEDICAL CENTER","PORTLAND","OR - Portland",28.4090909090909,1094251.6,427681.38,365911.66
"BAPTIST REGIONAL MEDICAL CENTER","CORBIN","KY - Lexington",43.55,1287438.03,427490.24,364965.29
"WEST VALLEY HOSPITAL","GOODYEAR","AZ - Phoenix",26.56,1487844.28,427323.13,366122.19
"T J SAMSON COMMUNITY HOSPITAL","GLASGOW","KY - Louisville",37.18,888587.02,426758.2,380289.06
"UNIONTOWN HOSPITAL","UNIONTOWN","PA - Pittsburgh",32.655737704918,642332.04,426222.39,367730.64
"LAPEER REGIONAL MEDICAL CENTER","LAPEER","MI - Flint",34.2142857142857,1321765.54,425615.3,369971.36
"PRINCETON COMMUNITY HOSPITAL","PRINCETON","VA - Roanoke",41.15,894060.58,424559.4,365329.53
"CGH MEDICAL CENTER","STERLING","IL - Rockford",38.3035714285714,1771458.52,424159.56,374077.83
"IOWA LUTHERAN HOSPITAL","DES MOINES","IA - Des Moines",30.1960784313725,1303403.28,424032.42,365841.12
"NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER","CLARKSDALE","TN - Memphis",31.6730769230769,1592141.08,423930.96,371906.57
"BETSY JOHNSON REGIONAL  HOSPITAL","DUNN","NC - Raleigh",41.3214285714286,1018067.69,423254.39,376187.85
"MAYO CLINIC METHODIST HOSPITAL","ROCHESTER","MN - Rochester",73.84,797650.64,422776.49,324108.86
